memno,date,code,amount,
824,1998/8/29,A1,3280,
824,2000/4/29,A1,2100,
824,2001/1/20,A1,2055,
825,1997/6/30,C3,1851.53,
825,1999/9/30,A1,687.5,
825,2000/3/31,A1,620,
825,2000/7/29,A1,700,
825,2000/10/31,A1,600,
825,2000/11/30,A1,626,
825,2004/2/28,A1,300,
825,2004/10/9,H0,25,
828,1997/5/31,A1,780,
828,2000/5/31,A1,1315,
828,2001/3/31,A1,800,
828,2002/9/28,A1,300,
828,2002/12/24,A1,300,
828,2003/8/27,C3,5637.75,
828,2004/7/31,A1,300,
828,2005/7/30,A1,300,
833,1997/5/31,A1,600,
833,1998/7/20,H0,25,
833,1999/7/19,C0,3735.2,
833,2000/6/30,A1,600,
833,2001/8/31,A1,619,
833,2004/11/30,A1,600,
833,2005/12/8,H0,25,
834,1997/4/3,A3,300,
834,1997/4/9,A3,600,
834,1998/3/7,A3,300,
834,1999/4/30,A2,88,
834,2001/2/28,A1,300,
835,1998/3/31,A1,410,
835,1999/7/19,H0,25,
835,2000/7/31,H0,25,
835,2001/10/31,A1,300,
835,2002/12/24,A1,300,
835,2004/12/9,C0,526.45,
835,2005/8/15,C1,-715.45,
836,1998/9/30,A1,300,
837,1997/6/30,C3,5694.6,
837,1997/6/30,H3,25,
837,1998/12/24,A1,630,
837,1999/7/19,H0,25,
837,2000/5/31,A1,1157.5,
837,2000/6/30,A1,1157.5,
837,2002/4/9,C3,9061.72,
837,2002/7/9,H0,-25,
837,2004/1/17,A1,1000,
837,2004/9/14,C0,-50,
837,2005/7/30,A1,300,
841,1997/1/31,A1,770,
841,2000/8/31,A1,300,
841,2001/3/31,A1,340,
841,2003/8/30,A1,300,
841,2005/1/29,A1,300,
841,2005/8/14,C0,444.38,
841,2005/8/31,A1,300,
844,1997/12/24,A1,600,
844,1998/4/30,A1,600,
844,1998/7/20,H0,25,
846,1998/1/24,A1,960,
846,1998/7/20,H0,25,
846,1999/7/31,A1,600,
846,2002/12/24,A1,600,
846,2004/3/31,A1,600,
846,2004/4/30,A1,600,
846,2005/12/8,H0,25,
848,1998/5/29,A1,300,
848,1999/6/30,A1,300,
848,2000/4/29,A1,300,
848,2001/1/20,A1,340,
848,2001/4/28,A1,370,
848,2001/6/8,C1,-2662.7,
848,2002/4/30,A1,300,
848,2002/6/9,C1,-2430.5,
848,2003/8/29,B1,-40000,
848,2004/1/17,A1,300,
851,1999/1/30,A1,900,
851,1999/5/29,A1,900,
851,1999/7/31,A1,900,
851,2001/2/28,A1,900,
851,2001/3/31,A1,900,
851,2002/4/9,C3,3971.3,
851,2003/4/30,A1,1500,
851,2003/8/30,A1,1500,
857,1999/2/27,A1,950,
857,2002/6/29,A1,300,
857,2002/7/31,A1,600,
857,2003/11/29,A1,600,
857,2004/9/28,A3,900,
857,2005/6/30,A1,1500,
858,1997/6/27,A1,640,
858,1998/6/30,A1,1120,
858,1999/8/31,A1,1200,
858,2003/5/31,A1,600,
858,2003/9/30,A1,600,
858,2004/8/31,A1,600,
858,2004/12/24,A1,600,
859,1997/1/31,A1,760,
859,1998/5/29,A1,600,
862,1997/6/30,C3,3500.2,
862,1997/8/30,A1,700,
862,1997/10/31,A1,750,
862,1998/7/20,A0,25,
862,1998/12/24,A1,800,
862,2000/5/31,A1,1000,
862,2000/1/8,A0,25,
862,2001/1/20,A1,776,
862,2001/5/8,C0,6959.2,
862,2001/6/8,C1,-6959.2,
862,2001/11/30,A1,600,
862,2002/12/24,A1,600,
862,2003/8/26,H0,-25,
867,1998/3/31,A1,150,
867,1998/7/20,C0,968.7,
867,2000/8/31,A1,150,
868,1997/8/30,A1,30,
868,1999/5/29,A1,30,
868,2001/4/28,A1,30,
871,1999/7/19,C0,594.5,
871,1999/8/31,A1,300,
871,2001/6/8,C1,-1176.3,
871,2002/5/31,A1,300,
871,2002/6/9,C1,-191.6,
871,2002/7/9,H0,-25,
871,2002/10/31,A1,300,
871,2004/9/14,C0,-50,
871,2005/3/31,A1,300,
871,2005/9/30,A1,300,
872,1997/4/15,B1,-9819.4,
873,1997/6/30,C3,2099.15,
874,1997/6/30,H3,25,
874,2001/6/8,C1,-7349,
874,2001/7/8,H0,25,
874,2001/10/31,A1,900,
874,2003/7/31,A1,900,
874,2004/2/28,A1,900,
874,2004/9/29,A1,900,
874,2005/5/31,A1,900,
876,1998/7/31,A2,55,
876,2001/1/20,A1,600,
876,2003/3/29,A2,13.89,
876,2003/6/28,A2,123.65,
876,2004/2/28,A2,390.29,
876,2004/10/9,H0,25,
876,2005/12/8,H0,25,
876,2005/8/31,A2,331.93,
880,1997/8/30,A1,910,
880,1998/3/31,A1,980,
880,2000/6/30,A1,900,
880,2000/10/31,A1,900,
880,2003/1/25,A1,300,
882,1997/10/31,A1,320,
882,1998/9/30,A1,337,
882,1998/12/24,A1,360,
882,1999/9/30,A1,300,
882,2000/10/31,A1,300,
882,2001/6/8,C1,-2643.6,
882,2001/10/31,A1,300,
882,2002/2/28,A1,300,
883,1997/8/30,A1,727,
883,1998/8/29,A1,600,
883,1999/4/30,A1,700,
883,1999/5/29,A1,750,
883,1999/7/19,C0,5823.1,
885,1998/8/28,A3,60000,
885,1998/5/9,B0,-140000,
885,2000/7/31,C0,651.4,
886,1997/1/31,A1,705,
886,1998/8/29,A1,800,
893,1997/5/31,A1,375,
893,1997/8/30,A1,420,
893,1999/5/29,A1,300,
893,2001/1/20,A1,735,
893,2002/1/31,A1,600,
893,2002/4/9,C3,2228.49,
893,2002/11/30,A1,600,
893,2003/6/28,A1,600,
894,1997/12/24,A1,1040,
894,1998/3/31,A1,1160,
894,1999/10/30,A1,600,
894,2003/8/27,C3,8792.1,
894,2003/9/30,A1,1500,
894,2004/5/29,A1,1500,
895,1999/7/19,H0,25,
895,2000/9/30,A1,900,
895,2002/4/9,C3,2459.3,
895,2003/11/29,A1,1500,
895,2004/4/30,A1,1500,
895,2004/8/31,A1,1500,
895,2004/11/9,H0,-25,
895,2004/9/29,A1,1500,
895,2005/1/29,A1,1500,
895,2005/8/31,A1,1500,
896,1997/11/29,A1,880,
896,1998/3/31,A1,480,
896,2001/7/8,H0,25,
896,2001/8/8,H0,-25,
896,2001/11/30,A1,300,
896,2002/6/29,A1,300,
896,2003/8/28,C1,-4771.48,
896,2004/6/30,A1,300,
896,2004/7/31,A1,300,
896,2005/1/29,A1,300,
896,2005/3/31,A1,300,
900,1997/2/28,A1,300,
900,1997/6/30,H3,25,
900,1997/12/24,A1,325.02,
900,1999/2/27,A1,441.78,
900,2000/6/30,A1,450,
900,2001/4/28,A1,575,
900,2001/5/31,A1,587.5,
900,2001/5/9,B1,-40000,
900,2003/11/29,A1,300,
902,1997/2/28,A1,1200,
902,1999/2/27,A1,1500,
902,2001/6/8,C1,-12940.3,
902,2001/12/22,A1,1500,
902,2002/6/29,A1,1500,
902,2003/8/26,H0,-25,
902,2003/8/28,C1,-12630.33,
902,2003/8/30,A1,1500,
902,2004/3/31,A1,1500,
902,2004/6/30,A1,1500,
902,2004/9/13,C1,-10324.26,
902,2004/9/21,B1,-33000,
902,2005/8/14,C0,10254.26,
904,1999/5/29,A1,625,
904,2001/8/8,H0,-25,
904,2001/11/30,A1,600,
904,2002/7/31,A1,600,
904,2002/10/31,A1,600,
904,2003/8/26,H0,-25,
904,2003/8/28,C1,-3170.8,
904,2004/11/9,H0,-25,
905,1998/7/20,H0,25,
905,1999/6/30,A1,670,
905,2000/3/31,A1,362.5,
912,1997/2/28,A1,810,
912,1999/1/30,A1,950,
912,2000/3/25,A3,500,
809,2001/9/30,A1,600,
809,2001/10/31,A1,600,
809,2002/11/30,A1,900,
809,2003/4/30,A1,900,
810,1997/9/30,A1,50,
810,1998/3/31,A1,50,
810,1998/10/31,A1,50,
810,1999/1/30,A1,50,
810,1999/10/30,A1,50,
810,2000/8/31,A1,350,
810,2001/8/8,H0,-25,
810,2001/11/30,A1,300,
810,2004/5/29,A1,300,
813,1997/10/31,A1,600,
813,1999/3/31,A1,600,
813,1999/6/30,A1,600,
813,1999/12/24,A1,600,
813,2002/2/28,A1,600,
813,2003/9/30,A1,600,
813,2004/6/30,A1,600,
813,2004/11/9,H0,-25,
813,2004/10/30,A1,600,
813,2005/8/31,A1,600,
818,2000/7/31,C0,4426.8,
818,2000/11/30,A1,600,
818,2001/2/28,A1,600,
818,2001/10/31,A1,600,
818,2003/8/25,H0,25,
818,2003/8/28,C1,-905.6,
818,2005/2/26,A1,600,
818,2005/9/30,A1,600,
819,1998/4/30,A1,300,
819,1999/7/19,C0,1287.8,
820,1999/5/29,A1,1100,
820,2000/1/29,A1,1046.88,
820,2000/7/31,H0,25,
820,2002/3/28,A1,600,
820,2002/11/30,A1,1500,
820,2003/5/31,A1,1500,
820,2003/7/31,A1,1500,
820,2003/8/26,H0,-25,
820,2003/8/30,A1,1500,
820,2004/11/9,H0,-25,
822,1997/1/31,A1,340,
822,1999/7/31,A1,300,
823,1997/5/31,A1,720,
823,1998/8/29,A1,650,
823,1999/5/29,A1,1100,
823,1999/6/30,A1,600,
823,2000/2/29,A1,550,
823,2001/8/8,H0,-25,
823,2002/6/9,C1,-6208.5,
823,2002/6/9,H0,25,
823,2003/3/29,A1,1500,
823,2003/8/30,A1,1500,
823,2004/3/31,A1,1500,
823,2004/5/29,A1,1500,
823,2004/11/9,H0,-25,
823,2005/4/30,A1,500,
823,2005/9/30,A1,500,
824,1997/6/27,A1,1920,
824,1997/10/31,A1,2880,
824,1998/3/31,A1,3080,
824,1999/7/31,A1,2350,
824,2000/9/30,A1,2350,
825,2000/6/30,A1,680,
825,2001/11/30,A1,600,
825,2002/5/31,A1,600,
825,2004/4/30,A1,300,
825,2004/9/13,C1,-51.97,
825,2005/7/30,A1,300,
828,1997/2/28,A1,720,
828,1998/9/30,A1,615,
828,2000/11/30,A1,640,
828,2002/6/9,H0,25,
828,2002/11/30,A1,300,
828,2003/8/30,A1,300,
828,2003/9/30,A1,300,
828,2004/3/31,A1,300,
828,2004/9/13,C1,-4654.2,
833,1998/4/30,A1,600,
833,1999/8/31,A1,600,
833,2000/2/29,A1,600,
833,2000/7/29,A1,600,
833,2000/12/23,A1,1080,
833,2001/5/8,C0,5169.7,
833,2002/12/24,A1,600,
833,2003/8/30,A1,600,
833,2004/5/29,A1,600,
833,2004/11/9,H0,-25,
833,2005/5/31,A1,600,
834,1997/5/8,A3,600,
834,1999/6/30,A2,35,
834,2000/7/31,C0,168.2,
834,2000/7/31,H0,25,
834,2001/1/20,A1,300,
834,2001/6/30,A1,357,
835,1997/9/30,A1,140,
835,1998/1/24,A1,320,
835,1998/12/24,A1,300,
835,2000/6/30,A1,300,
835,2000/7/29,A1,300,
835,2001/1/20,A1,300,
835,2002/7/9,H0,-25,
835,2004/4/30,A1,300,
835,2004/10/9,H0,25,
835,2004/9/13,C1,-476.45,
836,1998/7/20,H0,25,
837,1997/12/24,A1,880,
837,1998/8/29,A1,1080,
837,1999/6/30,A1,810,
837,1999/10/30,A1,1037.5,
837,2001/5/31,A1,1108.68,
837,2004/4/30,A1,1500,
841,1997/12/24,A1,840,
841,1998/4/30,A1,700,
841,1998/12/24,A1,800,
841,1999/9/30,A1,650,
841,2000/7/31,H0,25,
841,2002/2/28,A1,300,
841,2003/6/28,A1,300,
841,2004/4/30,A1,300,
841,2004/5/29,A1,300,
844,1997/8/30,A1,730,
846,1997/12/24,A1,920,
846,1998/11/28,A1,1360,
846,1999/8/31,A1,600,
846,1999/11/30,A1,600,
846,2000/7/29,A1,600,
846,2000/9/30,A1,800,
846,2002/5/31,A1,600,
846,2005/8/15,C1,-4979.99,
847,1997/2/28,A2,400,
847,1997/5/31,A2,353,
847,1997/7/31,A2,409,
848,1997/4/30,A1,300,
848,1998/10/31,A1,300,
848,1998/12/24,A1,300,
848,1999/4/30,A1,300,
848,1999/7/19,H0,25,
848,2000/7/29,A1,300,
848,2000/12/23,A1,330,
848,2003/3/29,A1,300,
848,2005/8/31,A1,1500,
851,2001/1/20,A1,900,
851,2001/6/30,A1,900,
851,2004/10/9,H0,25,
851,2004/12/9,C0,4611.06,
857,1997/6/27,A1,580,
857,1997/6/30,H3,25,
857,1997/11/29,A1,780,
857,1997/12/24,A1,820,
857,1999/5/11,A3,300,
857,2004/2/28,A1,600,
857,2004/8/31,A1,1500,
857,2004/12/9,C0,1013.84,
857,2005/8/15,C1,-1466.84,
858,1998/7/20,C0,4753.7,
858,1999/4/30,A1,1000,
858,1999/5/29,A1,1050,
858,2000/4/29,A1,900,
858,2000/5/31,A1,950,
858,2002/2/28,A1,600,
858,2002/4/30,A1,600,
858,2002/12/24,A1,600,
858,2003/1/25,A1,600,
858,2003/11/29,A1,600,
858,2003/12/24,A1,600,
859,1997/6/27,A1,600,
859,1997/9/30,A1,750,
859,1997/11/29,A1,850,
862,1997/6/27,A1,650,
862,2000/2/29,A1,850,
862,2000/11/30,A1,688,
862,2001/7/31,A1,1040,
862,2003/9/30,A1,1500,
862,2003/11/29,A1,1500,
862,2004/3/31,A1,1500,
862,2005/8/14,C0,6672.09,
867,1998/2/28,A1,150,
867,1998/7/20,H0,25,
867,1998/10/31,A1,150,
867,1999/11/30,A1,150,
867,2000/2/29,A1,150,
867,2001/3/31,A1,150,
868,2001/1/20,A1,30,
871,1997/6/27,A1,300,
871,1998/2/28,A1,300,
871,1998/7/20,C0,360,
871,1998/8/29,A1,300,
871,1998/11/28,A1,300,
871,1999/11/30,A1,300,
871,2001/1/7,B0,-20100,
871,2002/2/28,A1,300,
871,2002/9/28,A1,300,
871,2003/11/29,A1,300,
871,2005/7/30,A1,300,
873,1998/3/17,B1,-45266.65,
874,1997/5/31,A1,1065,
874,1997/7/31,A1,1095,
874,1998/8/29,A1,600,
874,1999/4/30,A1,900,
874,1999/10/30,A1,900,
874,2000/1/29,A1,900,
874,2000/7/31,C0,6327.7,
874,2000/9/30,A1,900,
874,2002/3/28,A1,900,
874,2003/8/27,C3,7230.45,
874,2004/10/30,A1,900,
876,1997/3/7,A3,640,
876,1997/12/12,A3,78,
876,2003/10/31,A2,256.97,
876,2003/12/24,A2,323.63,
876,2004/1/17,A2,356.96,
876,2005/7/30,A2,126.24,
876,2005/2/8,B0,-3333,
880,1998/1/24,A1,960,
880,1999/6/30,A1,900,
880,1999/7/19,C0,5972.7,
880,2000/7/31,H0,25,
880,2001/6/30,A1,900,
880,2003/10/31,A1,300,
880,2004/2/28,A1,300,
882,1997/1/31,A1,300,
882,1998/7/20,C0,1557.25,
882,2001/1/20,A1,360,
882,2002/1/31,A1,300,
882,2002/9/28,A1,300,
882,2004/11/30,A1,300,
883,1997/1/31,A1,750,
883,1999/12/17,A3,239689.17,
885,1997/3/27,A1,930.03,
885,1999/6/30,A1,300,
885,2000/2/29,A1,300,
885,2000/7/29,A1,300,
886,1997/4/30,A1,810,
886,1997/6/30,H3,25,
886,1997/11/29,A1,825,
886,1998/7/31,A1,750,
893,1999/12/24,A1,434.19,
893,2000/6/30,A1,549.21,
893,2001/4/28,A1,802.5,
893,2001/9/30,A1,600,
893,2002/5/31,A1,600,
893,2002/8/31,A1,600,
893,2002/10/31,A1,600,
893,2004/1/17,A1,600,
893,2004/4/30,A1,600,
893,2004/10/30,A1,600,
893,2005/3/31,A1,600,
894,1998/2/28,A1,1120,
894,2000/9/30,A1,600,
894,2001/5/31,A1,1500,
894,2001/11/30,A1,1500,
894,2002/6/9,H0,25,
894,2002/11/30,A1,1500,
894,2004/2/28,A1,1500,
894,2004/10/9,H0,25,
894,2005/7/30,A1,1500,
895,1997/1/31,A1,1000,
895,1998/5/29,A1,300,
895,1998/6/30,A1,300,
895,1999/6/30,A1,900,
895,2000/7/31,C0,1373,
895,2002/3/28,A1,1500,
895,2003/3/29,A1,1500,
895,2003/10/31,A1,1500,
895,2004/12/9,C0,3407.47,
895,2004/9/14,C0,-100,
895,2004/11/30,A1,1500,
895,2004/12/24,A1,1500,
895,2005/2/26,A1,1500,
895,2005/8/14,C0,4127.47,
896,1997/5/31,A1,640,
896,1998/6/30,A1,660,
896,1998/8/29,A1,780,
896,1999/2/27,A1,1140,
896,2001/1/20,A1,987.5,
896,2002/1/31,A1,300,
896,2002/9/28,A1,300,
896,2002/11/30,A1,300,
896,2004/11/9,H0,-25,
900,1998/1/24,A1,333.36,
900,1998/2/28,A1,341.7,
900,1998/5/29,A1,366.72,
813,1998/1/24,A1,600,
813,1998/4/30,A1,600,
813,1998/8/29,A1,600,
813,1998/9/30,A1,600,
813,1998/10/31,A1,600,
813,2000/10/31,A1,600,
813,2001/5/31,A1,600,
813,2001/7/8,H0,25,
813,2002/3/28,A1,600,
813,2002/6/9,C1,-4911.2,
813,2003/1/25,A1,600,
813,2003/2/28,A1,600,
813,2004/9/29,A1,600,
813,2005/8/15,C1,-4792.97,
818,2000/4/29,A1,1027.5,
818,2001/7/8,H0,25,
818,2004/7/31,A1,600,
819,1998/9/30,A1,300,
819,1999/6/30,A1,300,
819,1999/11/30,A1,300,
820,1997/11/29,A1,900,
820,1999/8/31,A1,1250,
820,2000/12/23,A1,720,
820,2001/10/31,A1,600,
820,2001/11/30,A1,600,
820,2003/8/27,C3,910.68,
820,2004/5/29,A1,1500,
820,2004/11/30,A1,1500,
820,2005/1/29,A1,1500,
820,2005/8/14,C0,649.31,
822,1997/12/24,A1,400,
822,1998/7/31,A1,300,
822,1999/5/29,A1,300,
822,1999/12/24,A1,300,
822,2000/11/30,A1,300,
823,1998/1/24,A1,900,
823,1998/12/24,A1,850,
823,2000/1/29,A1,500,
823,2000/9/30,A1,900,
823,2002/6/29,A1,1500,
823,2003/6/28,A1,1500,
823,2004/10/30,A1,500,
823,2005/1/29,A1,500,
824,1997/6/30,H3,25,
824,1998/11/28,A1,3400,
824,2000/10/31,A1,2400,
824,2001/8/8,H0,-25,
825,2000/5/31,A1,660,
825,2000/7/31,H0,25,
825,2001/8/8,H0,-25,
825,2002/11/30,A1,600,
825,2003/5/31,A1,300,
825,2005/8/13,H0,-25,
828,1997/7/31,A1,820,
828,1997/8/30,A1,840,
828,1998/5/29,A1,475,
828,1998/7/31,A1,545,
828,1999/7/19,H0,25,
828,2000/7/31,H0,25,
828,2001/12/22,A1,300,
828,2002/6/29,A1,300,
828,2002/10/31,A1,300,
828,2004/11/9,H0,-25,
828,2004/12/24,A1,300,
833,1997/6/30,C3,2548.8,
833,1998/3/31,A1,600,
833,1999/7/31,A1,600,
833,2001/8/8,H0,-25,
833,2002/2/28,A1,600,
833,2002/7/31,A1,600,
833,2002/3/9,B0,-28000,
833,2002/10/31,A1,600,
833,2004/10/30,A1,600,
833,2005/4/30,A1,600,
833,2005/7/30,A1,600,
833,2005/8/13,H0,-25,
834,2000/7/29,A2,3170,
834,2001/4/28,A1,300,
834,2001/6/8,C1,-450.6,
834,2002/1/18,A3,17472.9,
835,1997/5/31,A1,600,
835,1997/3/10,A3,250,
835,1999/10/30,A1,360,
835,2000/2/29,A1,440,
835,2001/5/8,C0,4322.6,
835,2002/9/28,A1,300,
835,2004/1/17,A1,300,
835,2004/6/30,A1,300,
835,2004/7/31,A1,300,
835,2005/6/30,A1,600,
836,1997/6/30,C3,1131.3,
836,1997/9/30,A1,300,
836,1998/6/30,A1,300,
837,1997/5/31,A1,600,
837,1998/2/28,A1,960,
837,1999/4/30,A1,750,
837,1999/9/30,A1,1000,
837,2002/7/31,A1,1000,
837,2002/6/9,H0,25,
837,2003/7/31,A1,1000,
837,2003/10/31,A1,1000,
837,2005/8/31,A1,300,
841,1997/7/31,A1,640,
841,1998/7/20,H0,25,
841,1999/1/30,A1,850,
841,2000/2/29,A1,300,
841,2000/3/31,A1,300,
841,2001/5/31,A1,360,
841,2003/4/30,A1,300,
841,2003/5/31,A1,300,
841,2003/8/25,H0,25,
841,2003/9/30,A1,300,
841,2003/11/29,A1,300,
841,2004/10/9,H0,25,
841,2004/9/13,C1,-250.38,
844,1998/5/29,A1,600,
846,1999/7/19,C0,4006.2,
846,2001/8/8,H0,-25,
846,2002/1/31,A1,600,
846,2002/6/29,A1,600,
846,2002/7/31,A1,600,
846,2003/8/25,H0,25,
846,2005/6/30,A1,600,
846,2005/8/13,H0,-25,
848,1997/2/28,A1,300,
848,1999/5/29,A1,300,
848,1999/7/31,A1,300,
848,2001/8/8,H0,-25,
848,2003/7/31,A1,300,
848,2003/8/26,H0,-25,
848,2003/10/31,A1,300,
848,2005/12/8,H0,25,
848,2005/9/30,A1,1500,
851,1998/4/30,A1,900,
851,1999/7/19,C0,2352.2,
851,2000/7/31,H0,25,
851,2001/7/8,H0,25,
851,2002/3/28,A1,1500,
851,2003/8/27,C3,4863.82,
851,2003/9/30,A1,1500,
857,1997/1/31,A1,380,
857,1997/12/8,A3,1200,
857,1998/7/20,C0,8225.6,
857,2000/7/31,H0,25,
857,2000/11/30,A1,750,
857,2001/8/31,A1,1500,
857,2002/6/9,C1,-1353,
857,2002/6/9,H0,25,
857,2003/8/26,H0,-25,
857,2004/10/30,A1,1500,
858,1997/2/28,A1,925,
858,1997/12/24,A1,880,
858,1999/6/30,A1,1100,
858,2001/6/30,A1,1600,
858,2001/8/8,H0,-25,
858,2005/12/8,H0,25,
859,1998/1/24,A1,600,
859,1999/7/19,C0,8670.7,
862,1998/1/24,A1,680,
862,1998/2/28,A1,720,
862,1998/3/31,A1,760,
862,1999/7/19,A0,25,
862,2001/3/31,A1,864,
862,2002/10/31,A1,600,
862,2003/6/28,A1,1500,
862,2005/4/30,A1,1500,
862,2005/5/31,A1,1500,
867,1998/4/30,A1,150,
867,1998/8/29,A1,150,
867,1999/12/24,A1,150,
868,1998/4/30,A1,30,
868,1998/7/31,A1,30,
868,1998/9/30,A1,30,
871,2001/5/31,A1,475,
871,2002/4/30,A1,300,
871,2004/12/24,A1,300,
871,2005/8/31,A1,300,
873,1997/5/31,A1,575,
874,1997/6/30,C3,3550.05,
874,1998/2/28,A1,600,
874,1998/6/30,A1,600,
874,1999/6/30,A1,900,
874,2000/10/31,A1,900,
874,2002/4/30,A1,900,
874,2003/8/28,C1,-7230.45,
874,2004/1/17,A1,900,
874,2004/6/30,A1,900,
874,2004/9/14,C0,-250,
874,2005/2/26,A1,900,
876,1997/7/5,A3,530,
876,1999/3/31,A2,65,
876,1999/8/31,A2,12,
876,1999/10/30,A2,80,
876,2002/7/9,H0,-25,
876,2004/4/30,A2,456.95,
880,1997/6/27,A1,900,
880,1997/7/31,A1,900,
880,1997/11/29,A1,940,
880,2001/6/8,C1,-8062.6,
880,2001/7/8,H0,25,
880,2002/8/31,A1,300,
880,2003/6/28,A1,300,
880,2004/4/30,A1,300,
880,2004/7/31,A1,300,
880,2004/10/30,A1,300,
882,1997/8/30,A1,420,
882,1998/3/31,A1,320,
882,1998/7/20,H0,25,
882,2000/7/29,A1,400,
882,2000/11/30,A1,320,
882,2001/5/8,C0,2643.6,
882,2002/3/28,A1,300,
882,2002/4/9,C3,2409.4,
882,2004/1/17,A1,300,
882,2004/9/13,C1,-489.21,
882,2005/1/29,A1,300,
883,1997/4/30,A1,800,
883,1997/5/31,A1,650,
883,1997/9/30,A1,650,
883,1998/10/31,A1,700,
883,1999/3/31,A1,650,
886,1998/3/31,A1,1005,
886,1999/7/19,C0,5757.2,
886,2000/7/31,C0,6237,
893,1997/6/27,A1,390,
893,1999/11/30,A1,415.02,
893,2000/11/30,A1,690,
893,2000/12/23,A1,712.5,
893,2001/8/31,A1,600,
893,2003/8/26,H0,-25,
893,2004/12/24,A1,600,
894,1998/4/30,A1,1200,
894,1999/5/29,A1,600,
894,1999/9/30,A1,600,
894,2000/7/31,C0,7654.7,
894,2001/10/31,A1,1500,
894,2002/3/28,A1,1500,
894,2002/8/31,A1,1500,
894,2002/10/31,A1,1500,
894,2003/4/30,A1,1500,
894,2003/10/31,A1,1500,
894,2004/9/14,C0,-500,
895,1997/6/27,A1,900,
895,2000/7/31,H0,25,
895,2002/1/31,A1,1500,
895,2002/6/29,A1,1500,
895,2002/9/28,A1,1500,
895,2002/12/24,A1,1500,
895,2003/12/24,A1,1500,
896,1998/12/24,A1,1020,
896,1999/7/19,C0,3986.2,
896,1999/8/31,A1,1500,
896,1999/11/30,A1,1680,
896,2000/1/29,A1,300,
896,2000/3/31,A1,362.5,
896,2002/5/31,A1,300,
896,2004/1/17,A1,300,
896,2005/2/26,A1,300,
900,1997/9/30,A1,300,
900,1999/7/19,H0,25,
900,2000/7/29,A1,462.5,
900,2000/11/30,A1,512.5,
900,2001/3/31,A1,562.5,
900,2003/4/30,A1,300,
900,2004/1/17,A1,300,
900,2005/7/30,A1,300,
902,1997/4/30,A1,1200,
902,1998/1/24,A1,1500,
902,1999/6/30,A1,1500,
902,1999/8/31,A1,1500,
902,2000/6/30,A1,1500,
902,2001/5/31,A1,1500,
902,2002/3/28,A1,1500,
902,2002/4/30,A1,1500,
902,2002/9/28,A1,1500,
902,2004/4/30,A1,1500,
902,2004/5/29,A1,1500,
904,1998/1/24,A1,500,
904,1998/10/31,A1,450,
904,1999/7/19,C0,1464.8,
904,2000/1/29,A1,825,
904,2000/6/30,A1,680,
904,2001/2/28,A1,1000,
904,2001/5/31,A1,1120,
904,2001/10/31,A1,657,
813,1999/1/30,A1,600,
813,2000/6/30,A1,600,
813,2002/6/9,H0,25,
813,2002/10/31,A1,600,
813,2003/6/28,A1,600,
813,2003/11/29,A1,600,
818,1997/1/31,A1,600,
818,1997/10/31,A1,712.5,
818,1997/11/29,A1,735,
818,1997/12/24,A1,757.5,
818,1998/8/29,A1,937.5,
818,1998/12/24,A1,667.5,
818,1999/8/31,A1,847.5,
818,2002/10/31,A1,600,
818,2003/6/28,A1,600,
818,2003/8/26,H0,-25,
818,2004/6/30,A1,600,
818,2004/11/30,A1,600,
818,2005/6/30,A1,600,
819,1998/12/24,A1,300,
819,1999/2/27,A1,300,
819,2000/1/2,B1,-26558.5,
820,1997/2/28,A1,1880,
820,1997/4/8,B1,-108000,
820,1998/8/29,A1,900,
820,2000/10/31,A1,640,
820,2004/9/14,C0,-50,
820,2004/10/30,A1,1500,
822,1997/5/31,A1,330,
822,1998/5/29,A1,300,
822,1998/6/30,A1,300,
822,1999/4/30,A1,300,
823,1997/11/29,A1,800,
823,1998/7/31,A1,550,
823,2001/7/8,H0,25,
823,2002/1/31,A1,1500,
823,2002/4/9,C3,6208.5,
823,2004/8/31,A1,1500,
824,1997/3/27,A1,1800,
824,1997/8/30,A1,2800,
824,2000/6/30,A1,2200,
825,1999/7/19,H0,25,
825,2002/3/28,A1,600,
825,2002/4/30,A1,600,
825,2002/6/9,C1,-4379.7,
825,2004/12/9,C0,101.97,
825,2005/8/14,C0,239.97,
828,1999/9/30,A1,1035,
828,2001/1/20,A1,720,
828,2001/7/8,H0,25,
828,2003/8/26,H0,-25,
828,2005/8/15,C1,-4798.2,
833,1997/6/30,H3,25,
833,2001/5/31,A1,1680,
833,2002/6/9,C1,-4880,
833,2003/7/31,A1,600,
834,1998/6/6,A3,1348,
834,1998/8/29,A2,9,
834,1999/3/31,A2,65,
834,1999/7/19,H0,25,
834,2000/11/30,A1,300,
835,1997/8/30,A1,95,
835,2003/8/27,C3,478.06,
835,2003/9/30,A1,300,
836,1997/6/30,H3,25,
836,1998/7/31,A1,300,
836,1999/8/31,A1,300,
837,2000/4/29,A1,1105,
837,2001/6/8,C1,-10048.2,
837,2002/6/3,A3,1000,
837,2002/4/30,A1,1000,
837,2002/12/24,A1,1000,
837,2004/10/9,H0,25,
841,1997/10/31,A1,760,
841,1998/7/20,C0,5404.8,
841,1999/4/30,A1,700,
841,2000/10/31,A1,300,
841,2000/12/23,A1,310,
841,2002/3/28,A1,300,
841,2002/8/31,A1,300,
841,2003/8/28,C1,-207.98,
841,2005/12/8,H0,25,
844,1997/11/29,A1,600,
