memno,date,code,amount,
441,2004/8/31,A1,600,
441,2004/9/13,C1,-574,
441,2004/10/30,A1,600,
441,2005/1/29,A1,600,
441,2005/12/8,H0,25,
444,2000/7/31,C0,11611.8,
444,2000/11/30,A1,600,
444,2002/9/28,A1,600,
444,2004/12/24,A1,600,
444,2005/9/30,A1,600,
451,1998/11/28,A1,600,
451,1999/11/30,A1,780,
451,1999/12/24,A1,795,
451,2000/7/31,C0,1556.7,
451,2000/9/30,A1,300,
451,2001/6/8,C1,-2052.7,
451,2002/6/9,C1,-1897,
451,2005/12/8,H0,25,
452,1998/7/10,A3,300,
452,1999/1/30,A1,370,
452,1999/4/9,A3,475,
452,2000/1/29,A1,650,
452,2000/7/31,H0,25,
452,2002/6/29,A1,600,
452,2002/3/7,B0,-82761,
452,2002/7/9,H0,-25,
452,2003/8/28,C1,-199.49,
454,1997/12/24,A1,150,
454,1999/10/30,A1,150,
454,2000/5/31,A1,150,
454,2000/6/30,A1,150,
454,2001/1/20,A1,150,
455,1997/10/31,A2,631,
455,1998/7/20,C0,4100.9,
455,2001/6/8,C1,-5361.6,
455,2002/1/15,H0,-25,
457,1997/6/30,H3,25,
457,1998/7/20,H0,25,
461,1999/7/19,H0,25,
461,2000/8/31,H0,-25,
462,1998/7/20,C0,1203.95,
462,1998/7/31,A1,300,
462,1999/5/29,A1,360,
462,2000/2/29,A1,326,
462,2001/6/8,C1,-2195.6,
462,2004/4/30,A1,300,
462,2004/10/9,H0,25,
462,2004/9/13,C1,-1853.94,
472,1997/11/29,A2,780,
472,1998/9/30,A2,720,
472,1999/8/31,A2,72,
472,2000/2/12,B0,-51100,
477,2000/7/31,H0,25,
477,2001/7/31,A1,600,
479,1997/10/31,A1,300,
479,1997/11/29,A1,300,
479,1998/10/31,A1,300,
481,1997/3/27,A3,600,
481,1997/9/30,A3,601,
481,1998/1/4,A3,600,
481,1998/7/20,H0,25,
481,2002/2/9,A3,600,
481,2004/4/5,A3,600,
481,2004/3/8,A3,600,
482,1998/5/29,A2,70,
482,1998/8/29,A2,25,
482,1999/3/31,A2,31,
484,1997/6/30,C3,1329.6,
484,1997/6/30,H3,25,
484,1998/7/20,H0,25,
484,2000/1/29,A1,300,
484,2001/7/31,A1,300,
484,2001/8/8,H0,-25,
484,2004/2/28,A1,300,
486,1999/11/30,A1,664.5,
494,1998/7/31,A1,1500,
494,1998/8/29,A1,1500,
494,1999/3/31,A1,1500,
498,1997/12/24,A1,840,
498,1998/8/29,A1,1000,
498,1999/6/30,A1,1200,
498,1999/8/31,A1,1240,
498,1999/10/30,A1,1280,
498,2000/10/31,A1,600,
498,2001/4/28,A1,600,
498,2001/5/8,C0,6532.2,
498,2001/10/31,A1,600,
498,2003/7/31,A1,600,
498,2003/10/31,A1,600,
500,1997/9/30,A1,600,
500,1997/12/24,A1,600,
500,1999/5/29,A1,900,
500,2001/5/8,C0,7598.1,
500,2001/8/31,A1,625,
500,2002/10/31,A1,600,
500,2005/8/15,C1,-6494.14,
502,1997/11/29,A1,960,
502,1999/7/19,C0,4401.8,
502,1999/7/31,A1,904,
502,1999/11/30,A1,800,
502,2000/6/30,A1,645.2,
502,2001/3/31,A1,1052,
502,2001/5/31,A1,1142.4,
502,2001/6/30,A1,1187.6,
502,2005/5/31,A1,600,
503,1997/2/28,A1,1820,
503,1998/8/13,A3,1850,
503,2002/9/28,A1,300,
503,2002/10/31,A1,300,
503,2004/5/29,A1,300,
505,1997/10/31,A1,700,
505,1999/6/30,A1,1700,
505,1999/7/31,A1,1750,
505,2001/7/31,A1,412,
505,2002/4/9,C3,1344.1,
505,2003/4/30,A1,300,
505,2004/9/29,A1,300,
505,2005/1/29,A1,300,
509,1997/6/30,C3,1337.1,
511,1999/10/30,A1,300,
511,2001/12/22,A1,600,
511,2002/8/31,A1,600,
511,2003/4/30,A1,600,
511,2004/10/9,H0,25,
513,1998/6/30,A1,1500,
513,1999/6/30,A1,1500,
513,2000/9/30,A1,1500,
365,2003/9/30,A1,600,
365,2003/11/29,A1,600,
365,2004/6/30,A1,600,
365,2004/9/13,C1,-4608.7,
365,2005/12/8,H0,25,
365,2005/8/14,C0,4896.7,
365,2005/8/15,C1,-4896.7,
367,1997/6/27,A1,300,
367,1998/7/20,C0,2281.2,
367,2000/4/29,A1,300,
367,2001/5/8,C0,3383.8,
367,2003/1/25,A1,300,
367,2003/7/31,A1,300,
367,2004/11/30,A1,300,
367,2005/8/13,H0,-25,
374,2000/5/31,A1,792,
374,2001/2/28,A1,750,
374,2001/8/31,A1,605.5,
374,2003/5/31,A1,300,
374,2003/8/27,C3,6121.95,
374,2003/8/28,C3,-6121.95,
374,2003/5/9,A3,300,
377,1997/11/29,A1,1400,
377,1999/4/30,A1,600,
377,1999/5/29,A1,600,
377,1999/7/19,C0,6649.8,
377,1999/11/30,A1,600,
377,2000/3/1,B1,-24831.2,
391,1997/6/30,H3,25,
391,1998/3/31,A1,900,
391,1998/6/30,A1,900,
391,1999/6/30,A1,900,
391,1999/11/30,A1,900,
391,2000/1/29,A1,900,
391,2000/6/30,A1,900,
391,2001/6/30,A1,900,
391,2002/8/31,A1,900,
391,2003/3/29,A1,900,
391,2004/6/30,A1,900,
391,2005/6/30,A1,900,
392,1998/8/29,A1,1012.5,
392,1999/5/29,A1,300,
392,2000/7/29,A1,300,
392,2000/8/31,A1,300,
392,2001/1/20,A1,300,
392,2001/3/31,A1,300,
392,2002/7/9,H0,-25,
392,2003/8/25,H0,25,
392,2004/3/31,A1,300,
392,2004/11/9,H0,-25,
392,2005/5/31,A1,300,
393,1997/6/27,A1,740,
393,1998/1/24,A1,1230,
393,1998/10/31,A1,1200,
393,2000/1/29,A1,1245,
393,2000/4/29,A1,1290,
393,2003/5/31,A1,1500,
397,1997/10/31,A1,1075,
398,1997/5/31,A1,950,
398,1997/12/24,A1,1125,
398,1998/7/20,C0,4236.2,
398,1999/10/30,A1,750,
398,2002/6/9,C1,-7339.8,
398,2002/6/9,H0,25,
398,2003/8/26,H0,-25,
398,2004/10/9,H0,25,
398,2004/9/13,C1,-7202.82,
398,2004/10/30,A1,1500,
398,2004/12/24,A1,1500,
400,1998/7/20,C0,40.55,
400,2000/2/29,A1,735,
400,2001/8/8,H0,-25,
400,2002/11/30,A1,600,
400,2004/7/31,A1,600,
403,2001/8/8,H0,-25,
403,2004/5/29,A1,300,
403,2005/12/8,H0,25,
403,2005/8/15,C1,-1355.43,
408,1999/1/30,A1,1000,
408,1999/9/30,A1,1400,
408,2001/7/8,H0,25,
408,2003/8/26,H0,-25,
410,1997/6/30,H3,25,
410,1997/7/31,A1,300,
410,1997/8/30,A1,300,
410,1997/11/29,A1,300,
410,1999/6/30,A1,450,
410,1999/11/30,A1,380,
410,2001/7/31,A1,540,
410,2001/9/30,A1,300,
410,2002/5/31,A1,300,
410,2005/3/31,A1,300,
410,2005/8/31,A1,300,
411,1997/3/27,A2,180,
411,1998/8/29,A1,300,
411,1999/3/31,A2,82,
411,1999/5/29,A2,14,
411,2000/10/31,A1,750,
411,2000/11/30,A2,300,
411,2002/10/31,A2,765,
411,2003/8/25,H0,25,
411,2004/12/24,A2,6.8,
411,2005/8/15,C3,-362.82,
421,1997/5/31,A1,300,
421,1998/12/24,A2,74,
421,2000/3/31,A1,300,
421,2000/6/30,A1,300,
421,2001/9/30,A1,300,
421,2002/1/31,A1,300,
421,2002/6/29,A1,300,
421,2002/7/31,A1,300,
422,1997/9/30,A1,660,
422,1998/2/28,A1,735,
422,1998/7/20,C0,2776.25,
422,2001/2/28,A1,705,
422,2002/12/10,A3,600,
422,2003/1/25,A1,600,
422,2003/2/28,A1,600,
422,2005/4/30,A1,600,
422,2005/12/8,H0,25,
430,1997/7/31,A1,100,
430,1997/12/24,A1,100,
430,1998/12/24,A1,100,
430,2001/4/28,A1,100,
430,2002/6/9,C1,-1462.7,
432,1997/1/31,A1,735,
432,2001/5/31,A1,416.7,
432,2004/2/28,A1,300,
432,2005/12/8,H0,25,
433,1997/2/28,A1,150,
433,1997/11/29,A1,600,
433,1999/11/30,A1,1000,
433,2002/1/31,A1,1500,
433,2002/3/28,A1,1500,
433,2003/2/28,A1,1500,
433,2003/8/28,C1,-5589.01,
433,2004/8/31,A1,1500,
433,2005/3/31,A1,1500,
433,2005/7/30,A1,1500,
441,1998/5/18,A3,950,
441,1998/7/20,H0,25,
441,1999/12/24,A1,600,
441,2000/3/31,A1,735,
441,2000/12/23,A1,645,
441,2001/5/8,C0,8405.5,
441,2002/1/31,A1,500,
441,2002/5/31,A1,500,
441,2003/1/25,A1,500,
441,2003/8/27,C3,442.92,
441,2005/5/31,A1,600,
441,2005/8/13,H0,-25,
444,1997/7/31,A1,1560,
444,1998/7/20,C0,8797.1,
444,1998/8/29,A1,2080,
444,2000/7/29,A1,600,
444,2001/10/31,A1,600,
444,2002/7/9,H0,-25,
444,2003/8/27,C3,11379.4,
444,2003/10/31,A1,600,
444,2004/1/17,A1,600,
444,2005/4/30,A1,600,
451,1997/6/30,H3,25,
451,1997/7/31,A1,360,
451,1998/1/24,A1,450,
451,1998/2/28,A1,465,
451,1999/1/30,A1,630,
451,1999/5/29,A1,690,
451,1999/7/19,C0,2668.8,
451,2000/3/31,A1,840,
451,2000/11/30,A1,300,
451,2001/7/8,H0,25,
451,2002/5/31,A1,300,
451,2002/6/29,A1,300,
451,2005/4/30,A1,300,
452,1998/4/30,A1,320,
452,1998/7/20,H0,25,
452,1999/2/27,A1,370,
452,1999/5/29,A1,370,
452,1999/10/30,A1,545,
452,2001/2/28,A1,853.36,
452,2001/6/30,A1,90.12,
452,2001/7/31,A1,980.04,
452,2003/8/25,H0,25,
452,2003/8/26,H0,-25,
452,2004/8/31,A1,300,
454,1998/3/31,A1,150,
454,2001/2/28,A1,150,
455,1997/6/27,A2,519,
455,1998/2/28,A2,175,
455,2001/5/8,C0,5361.6,
455,2001/7/8,H0,25,
461,1997/3/27,A1,1000,
461,1998/10/31,A1,800,
461,1998/11/28,A1,600,
461,2000/8/31,C0,-6409.1,
462,1998/1/24,A1,300,
462,2004/1/17,A1,300,
462,2004/7/31,A1,300,
462,2005/9/30,A1,300,
472,1997/1/31,A2,780,
472,1997/8/30,A2,720,
472,1998/6/30,A2,660,
472,2000/7/29,A2,51,
477,1998/7/20,H0,25,
477,1999/5/29,A1,750,
477,2000/7/29,A1,600,
477,2000/8/31,A1,650,
477,2001/5/8,C0,8166.1,
479,1997/6/27,A1,300,
479,1999/4/30,A1,300,
479,1999/12/24,A1,300,
481,1998/3/2,A3,600,
481,1998/1/12,A3,600,
481,1999/4/5,A3,600,
481,2000/2/3,A3,600,
481,2001/4/7,A3,600,
481,2002/2/3,A3,600,
481,2002/1/6,A3,600,
481,2002/3/10,A3,600,
481,2002/1/11,A3,600,
481,2003/7/28,A3,600,
481,2003/8/25,H0,25,
481,2004/1/3,A3,600,
482,1997/1/31,A2,188,
482,1997/2/28,A2,228,
482,1997/5/3,A3,1200,
482,1997/5/31,A2,150,
482,1998/6/30,A2,90,
482,1998/12/24,A2,97,
482,1999/2/27,A2,9,
484,1997/1/31,A1,300,
484,2000/4/29,A1,300,
484,2000/10/31,A1,300,
484,2000/12/23,A1,300,
484,2001/1/20,A1,300,
484,2001/11/30,A1,300,
484,2002/1/31,A1,300,
484,2005/2/26,A1,300,
484,2005/12/8,H0,25,
486,1997/7/31,A1,720,
486,1998/7/20,C0,1158.9,
486,1998/10/31,A1,960,
494,1997/2/28,A1,1200,
494,1997/10/31,A1,1500,
494,1998/1/24,A1,1500,
498,1997/3/27,A1,660,
498,1997/8/30,A1,760,
498,2001/7/8,H0,25,
498,2003/3/29,A1,600,
498,2004/10/9,H0,25,
498,2004/9/13,C1,-5187.84,
500,1999/10/30,A1,1025,
500,2000/1/29,A1,1100,
500,2000/2/29,A1,1125,
500,2000/6/30,A1,1225,
500,2001/4/28,A1,1475,
500,2003/8/27,C3,7397.68,
500,2004/9/13,C1,-6206.14,
500,2005/4/30,A1,600,
500,2005/6/30,A1,600,
502,1997/1/31,A1,570,
502,1997/6/27,A1,760,
502,2000/4/29,A1,1050,
502,2000/7/29,A1,690.4,
502,2000/11/30,A1,871.2,
502,2001/4/28,A1,1097.2,
502,2001/5/8,C0,6160.3,
502,2003/3/29,A1,600,
502,2005/4/30,A1,600,
502,2005/6/30,A1,600,
502,2005/9/30,A1,600,
503,1999/7/19,H0,25,
503,2003/8/26,H0,-25,
503,2003/12/24,A1,300,
503,2004/3/31,A1,300,
505,1998/2/28,A1,900,
505,1998/5/29,A1,1050,
505,1999/9/30,A1,1200,
505,2000/1/29,A1,300,
505,2000/3/31,A1,336,
505,2000/7/29,A1,408,
505,2000/7/31,C0,986.7,
505,2002/5/31,A1,300,
505,2004/11/9,H0,-25,
505,2004/12/9,C0,1363.68,
403,1999/3/31,A3,1200,
403,1999/4/9,A3,1350,
403,2000/7/31,C0,10448,
403,2003/9/30,A1,300,
403,2005/4/27,A3,300,
403,2005/8/14,C0,1355.43,
408,2002/5/31,A1,600,
408,2002/7/9,H0,-25,
408,2004/10/30,A1,1500,
410,1998/9/30,A1,480,
410,1999/5/29,A1,420,
410,1999/9/30,A1,540,
410,2000/6/30,A1,510,
410,2000/12/23,A1,330,
410,2002/8/31,A1,300,
410,2003/8/28,C1,-3464.3,
410,2003/9/30,A1,300,
410,2004/7/31,A1,300,
410,2004/12/24,A1,300,
411,1997/9/30,A2,35,
411,1997/10/31,A2,52.5,
411,1998/3/31,A2,140,
411,1998/7/31,A2,210,
411,1998/10/31,A2,262.5,
411,1999/4/30,A2,98,
411,1999/7/19,C0,2158.5,
411,2000/9/30,A1,750,
411,2001/2/28,A1,92,
411,2001/8/31,A1,395,
411,2001/9/30,A1,355,
411,2002/2/28,A1,155,
411,2002/11/30,A2,805,
411,2004/2/28,A2,300,
421,1998/10/31,A2,32,
421,2000/5/31,A1,300,
421,2001/7/31,A1,300,
421,2001/10/31,A1,300,
421,2002/11/30,A1,300,
422,1997/1/31,A1,660,
422,1997/6/13,A3,653,
422,1998/4/30,A1,765,
422,2001/4/28,A1,735,
422,2001/8/31,A1,613.33,
422,2002/8/31,A1,600,
422,2002/10/31,A1,600,
422,2004/3/31,A1,600,
422,2004/8/31,A1,600,
430,1999/1/30,A1,100,
430,2000/1/29,A1,100,
430,2001/5/31,A1,100,
430,2002/1/31,A1,100,
430,2002/9/28,A1,100,
430,2003/5/31,A1,100,
430,2004/12/9,C0,1266.16,
430,2005/2/26,A1,100,
430,2005/4/30,A1,100,
432,1997/3/27,A1,825,
432,2000/1/29,A1,704.18,
432,2000/3/31,A1,808.36,
432,2000/8/31,A1,800,
432,2000/9/30,A1,850,
432,2001/7/31,A1,505.6,
432,2004/3/31,A1,300,
432,2005/6/30,A1,1000,
433,1998/6/30,A1,600,
433,1998/11/28,A1,600,
433,1999/7/19,H0,25,
433,2000/2/29,A1,1000,
433,2001/1/20,A1,1000,
433,2001/3/31,A1,1000,
433,2002/5/31,A1,1500,
433,2005/2/26,A1,1500,
433,2005/5/31,A1,1500,
441,1998/6/30,A1,1000,
441,1998/8/29,A1,1100,
441,1999/3/31,A1,750,
441,1999/10/30,A1,1100,
441,2000/1/29,A1,645,
441,2000/6/30,A1,870,
441,2001/3/31,A1,780,
441,2001/9/30,A1,600,
441,2003/8/26,H0,-25,
444,1997/11/29,A1,1720,
444,1998/7/31,A1,2040,
444,1999/3/31,A1,600,
444,2002/3/28,A1,600,
444,2004/4/30,A1,600,
444,2004/10/9,H0,25,
444,2004/9/14,C0,-250,
444,2005/12/8,H0,25,
451,1997/9/30,A1,390,
451,1998/4/30,A1,495,
451,1999/3/31,A1,660,
451,1999/8/31,A1,735,
451,2001/8/31,A1,300,
451,2001/11/30,A1,300,
451,2004/5/29,A1,300,
451,2004/8/31,A1,300,
451,2004/10/9,H0,25,
451,2004/12/9,C0,1805.57,
452,1997/6/30,C3,2472.4,
452,2000/5/31,A1,790,
452,2002/11/30,A1,600,
452,2004/10/9,H0,25,
452,2004/9/13,C1,-343.59,
455,1997/7/31,A2,547,
455,1997/9/30,A2,603,
455,1998/5/29,A2,272.5,
455,2002/1/15,B0,-80127.9,
461,2000/7/31,H0,25,
462,1997/3/27,A1,300,
462,1999/11/30,A1,480,
462,2000/5/31,A1,365,
462,2000/6/30,A1,378,
462,2000/12/23,A1,300,
462,2002/5/31,A1,300,
462,2002/11/30,A1,300,
462,2004/6/30,A1,300,
462,2005/5/31,A1,300,
472,1998/10/31,A2,740,
472,1999/7/19,H0,25,
477,1997/5/31,A1,800,
477,1998/9/30,A1,700,
477,1999/2/27,A1,600,
477,2001/2/28,A1,600,
477,2001/3/31,A1,600,
479,1997/6/30,H3,25,
479,1998/7/20,C0,2538.9,
479,1999/5/29,A1,300,
481,1998/1/6,A3,600,
481,1998/1/9,A3,600,
481,1998/2/11,A3,600,
481,2000/1/31,A3,600,
481,2000/7/28,A3,600,
481,2000/11/30,A3,600,
481,2002/2/2,A3,600,
481,2004/2/6,A3,600,
481,2004/12/30,A3,600,
482,1998/1/24,A2,5,
482,1998/9/30,A2,43,
482,1999/4/30,A2,53,
484,1997/10/31,A1,300,
484,1999/3/31,A1,300,
484,1999/7/19,C0,1928,
484,2000/7/31,C0,2256.7,
484,2003/2/28,A1,300,
484,2003/4/30,A1,300,
484,2004/10/9,H0,25,
484,2005/8/13,H0,-25,
484,2005/8/14,C0,2320.05,
486,1997/11/29,A1,630,
486,1999/2/27,A1,600,
486,1999/10/30,A1,643,
486,2000/5/13,B1,-81190.7,
494,1999/2/27,A1,1500,
498,1997/6/27,A1,720,
498,1999/7/19,H0,25,
498,2000/3/31,A1,600,
498,2001/9/30,A1,600,
498,2002/12/24,A1,600,
498,2004/3/31,A1,600,
498,2004/12/24,A1,600,
498,2005/1/29,A1,600,
498,2005/4/30,A1,600,
498,2005/6/30,A1,600,
498,2005/7/30,A1,600,
498,2005/9/30,A1,600,
500,1999/7/19,H0,25,
500,2002/4/30,A1,600,
500,2003/2/28,A1,600,
500,2003/10/31,A1,600,
500,2003/11/29,A1,600,
500,2004/6/30,A1,600,
502,1998/3/31,A1,1120,
502,1998/4/30,A1,1160,
502,1998/10/31,A1,600,
502,1998/12/24,A1,680,
502,1999/1/30,A1,720,
502,1999/12/24,A1,850,
502,2000/2/29,A1,950,
502,2000/9/30,A1,780.8,
502,2002/10/31,A1,600,
502,2003/8/28,C1,-6012.44,
502,2003/12/24,A1,600,
502,2004/9/13,C1,-5097.95,
502,2005/1/29,A1,600,
503,1997/1/31,A1,1780,
503,1998/12/24,A3,496,
503,2000/7/31,H0,25,
503,2002/6/29,A1,300,
503,2004/8/31,A1,300,
505,1997/7/31,A1,760,
505,1999/1/30,A1,1450,
505,2000/9/30,A1,300,
505,2001/6/8,C1,-1364.5,
505,2002/1/31,A1,300,
505,2002/7/9,H0,-25,
505,2003/2/28,A1,300,
505,2004/2/28,A1,300,
511,1997/4/30,A1,1060,
511,1998/5/29,A1,350,
511,1999/7/19,C0,6883.7,
511,2000/8/31,A1,637.2,
511,2002/7/9,H0,-25,
511,2003/8/30,A1,600,
511,2004/4/2,A3,450,
513,1998/2/28,A1,1500,
513,1998/3/31,A1,1500,
513,1998/7/20,C0,5537.7,
513,1999/8/31,A1,1500,
513,2000/7/29,A1,1500,
513,2001/3/31,A1,1500,
513,2004/7/31,A1,1500,
513,2004/8/31,A1,1500,
513,2005/1/29,A1,1500,
513,2005/7/30,A1,1500,
521,1997/9/30,A1,1420,
521,1998/5/29,A1,900,
521,1999/5/29,A1,900,
521,1999/8/31,A1,1035,
521,1999/11/30,A1,1000,
521,2000/1/29,A1,1100,
521,2002/2/28,A1,200,
522,1998/10/31,A1,300,
522,1999/2/27,A1,300,
522,2000/11/30,A1,300,
522,2001/3/31,A1,300,
522,2002/11/30,A1,300,
522,2003/4/30,A1,300,
526,1997/11/29,A1,1200,
526,1998/12/24,A1,1200,
526,1999/4/30,A1,1200,
526,1999/8/31,A1,1200,
526,2000/11/30,A1,1320,
526,2004/2/28,A1,1200,
526,2005/5/31,A1,1200,
535,1999/11/30,A1,1180,
535,2001/1/20,A1,1670,
537,1997/1/31,A1,1200,
537,1997/4/30,A1,1320,
537,1999/10/30,A1,350,
537,2001/2/28,A1,1150,
537,2001/10/31,A1,300,
537,2002/6/9,C1,-6387.4,
537,2003/4/2,B1,-30000,
537,2003/8/28,C1,-5326.97,
537,2004/4/30,A1,1500,
537,2004/12/9,C0,4801.57,
538,2000/7/29,A1,690,
538,2000/7/31,H0,25,
538,2001/6/30,A1,900,
538,2002/4/30,A1,900,
538,2002/6/29,A1,900,
538,2002/4/9,C3,311.4,
538,2003/8/25,H0,25,
538,2004/5/29,A1,900,
538,2004/11/30,A1,900,
538,2004/12/24,A1,900,
541,1997/1/30,A3,600,
541,2001/1/20,A1,600,
541,2002/8/31,A1,300,
541,2002/12/24,A1,300,
541,2003/8/30,A1,600,
541,2004/4/30,A1,150,
541,2005/8/3,A3,23,
541,2005/7/30,A1,150,
541,2005/8/14,C0,84.69,
544,1998/8/29,A1,300,
544,2000/11/30,A1,700,
544,2001/7/8,H0,25,
544,2001/8/31,A1,600,
544,2002/10/31,A1,300,
544,2003/6/28,A1,300,
544,2004/8/31,A1,1500,
544,2004/11/9,H0,-25,
544,2005/8/31,A1,1500,
544,2005/9/30,A1,1500,
546,1999/5/29,A1,648.75,
546,2000/7/31,H0,25,
546,2001/6/30,A1,625,
547,1997/6/30,C3,1886.55,
555,1997/11/4,A3,200,
555,2001/8/31,A1,600,
556,1997/1/31,A1,1200,
556,1997/4/30,A1,1400,
411,2004/9/13,C3,-3093.72,
411,2005/4/30,A2,450,
411,2005/7/30,A2,540,
421,1997/6/30,C3,1997.4,
421,1998/7/20,C0,2222.4,
421,1998/9/30,A2,112,
421,1999/6/30,A2,104,
421,1999/7/19,H0,25,
421,2000/10/31,A1,300,
421,2001/3/31,A1,300,
421,2003/6/28,A1,300,
422,1998/12/24,A1,615,
422,2001/6/8,C1,-4981.5,
422,2002/7/31,A1,600,
422,2002/7/9,H0,-25,
422,2004/11/9,H0,-25,
422,2004/11/30,A1,600,
430,1997/3/27,A1,100,
430,1997/10/31,A1,100,
430,1999/7/31,A1,100,
430,1999/12/24,A1,100,
430,2001/6/30,A1,100,
430,2005/5/31,A1,100,
430,2005/6/30,A1,100,
430,2005/7/30,A1,100,
430,2005/12/8,H0,25,
430,2005/8/15,C1,-1314.16,
431,1998/2/12,B0,-57750,
431,1998/12/24,A1,600,
432,1999/3/31,A1,550,
432,2001/6/8,C1,-3800.15,
432,2001/8/31,A1,600,
432,2001/12/22,A1,600,
432,2002/8/31,A1,600,
432,2004/1/17,A1,300,
432,2004/4/30,A1,300,
432,2004/10/9,H0,25,
433,1997/7/31,A1,600,
433,1998/2/28,A1,600,
433,1999/2/27,A1,600,
433,2003/1/25,A1,1500,
433,2003/9/30,A1,1500,
441,1997/6/27,A1,870,
441,1997/6/30,H3,25,
441,1999/5/29,A1,850,
441,1999/6/30,A1,900,
441,2001/2/28,A1,735,
441,2001/7/8,H0,25,
441,2001/10/31,A1,500,
441,2001/11/30,A1,500,
441,2003/5/31,A1,600,
441,2005/3/31,A1,600,
441,2005/6/30,A1,600,
444,1998/10/31,A1,2160,
444,1999/2/27,A1,600,
444,1999/8/31,A1,600,
444,2001/1/20,A1,600,
444,2001/12/22,A1,600,
451,1998/7/20,H0,25,
451,1998/8/29,A1,555,
451,1999/2/27,A1,645,
451,2000/7/29,A1,300,
451,2001/6/30,A1,300,
451,2002/4/30,A1,300,
451,2002/6/9,H0,25,
451,2003/8/27,C3,2076.97,
451,2003/8/28,C1,-2076.97,
451,2005/8/14,C0,1949.57,
451,2005/8/15,C1,-1949.57,
452,1997/3/27,A1,300,
452,1997/4/30,A1,335,
452,1998/2/28,A1,390,
452,1998/6/30,A1,320,
452,1998/12/24,A1,370,
452,1999/7/19,H0,25,
452,2001/8/8,H0,-25,
452,2002/12/24,A1,600,
452,2003/9/30,A1,600,
452,2004/4/30,A1,600,
452,2005/9/30,A1,300,
454,1998/2/28,A1,150,
454,1999/11/30,A1,150,
455,1997/11/29,A2,659,
457,1999/7/19,H0,25,
461,1997/9/30,A1,650,
462,1997/5/31,A1,300,
462,1999/2/27,A1,300,
462,2000/4/29,A1,352,
462,2000/10/31,A1,300,
462,2002/2/28,A1,300,
462,2002/4/9,C3,2019.9,
462,2002/9/28,A1,300,
472,1997/5/31,A2,660,
472,1998/8/29,A2,700,
472,1999/3/31,A2,840,
472,2000/9/30,A2,5,
477,1998/8/29,A1,650,
477,2000/11/30,A1,800,
479,1997/2/28,A1,300,
479,1997/4/30,A1,300,
479,1998/6/30,A1,300,
479,1998/11/28,A1,300,
481,1997/6/27,A3,600,
481,1997/7/31,A3,600,
481,1997/2/9,A3,600,
481,1998/1/5,A3,600,
481,1999/1/12,A3,600,
481,2001/12/31,A3,600,
481,2003/2/5,A3,600,
481,2003/4/11,A3,600,
481,2005/4/5,A3,600,
481,2005/8/14,C0,5297.53,
482,1997/9/30,A2,37,
484,1997/7/31,A1,300,
484,1997/12/24,A1,300,
484,1999/7/19,H0,25,
484,2003/8/30,A1,300,
484,2004/12/9,C0,2176.05,
486,1998/8/29,A1,900,
486,1999/7/31,A1,706.25,
486,1999/8/31,A1,600,
494,1997/5/31,A1,1200,
494,1997/6/30,C3,954.2,
494,1998/7/20,C0,1953,
494,1998/12/24,A1,1500,
498,2002/7/31,A1,600,
498,2004/5/29,A1,600,
500,1997/2/28,A1,1342.5,
500,1997/5/31,A1,1410,
500,1997/6/27,A1,1432.5,
500,1997/7/31,A1,1455,
500,1998/12/24,A1,775,
500,2001/8/8,H0,-25,
500,2002/2/28,A1,600,
500,2002/5/31,A1,600,
500,2003/8/28,C1,-7397.68,
500,2005/12/8,H0,25,
500,2005/8/13,H0,-25,
502,2001/7/31,A1,600,
502,2001/12/22,A1,600,
502,2002/6/29,A1,600,
502,2005/3/31,A1,600,
502,2005/12/8,H0,25,
503,1997/8/30,A1,1300,
503,1997/12/24,A1,1500,
503,1998/4/30,A1,1700,
503,2001/7/8,H0,25,
503,2001/9/30,A1,300,
503,2002/3/28,A1,300,
503,2004/2/28,A1,300,
503,2004/4/30,A0,416,
503,2005/8/13,H0,-25,
505,1997/12/24,A1,800,
505,1999/7/19,H0,25,
505,2000/5/31,A1,372,
505,2002/9/28,A1,300,
505,2002/12/24,A1,300,
505,2003/8/30,A1,300,
505,2003/9/30,A1,300,
505,2005/3/31,A1,300,
505,2005/12/8,H0,25,
511,2000/9/30,A1,655.8,
511,2001/5/8,C0,1898.6,
511,2002/4/30,A1,600,
511,2002/7/31,A1,600,
511,2002/10/31,A1,600,
511,2002/12/24,A1,600,
511,2004/9/13,C1,-2171.26,
511,2005/5/1,A3,600.48,
511,2005/2/26,A1,600,
513,1997/3/27,A1,1200,
513,1997/7/31,A1,1200,
513,1998/4/30,A1,1500,
513,1998/7/31,A1,1500,
513,2000/7/31,C0,8409.6,
513,2000/11/30,A1,1500,
513,2003/8/25,H0,25,
521,1997/5/31,A1,1260,
521,1997/6/27,A1,1300,
521,1998/7/20,H0,25,
521,1999/6/30,A1,945,
521,2000/11/10,A3,946,
521,2001/4/28,A1,1092,
522,1999/7/19,C0,1613.6,
522,1999/10/30,A1,300,
522,2000/7/31,C0,1923.5,
522,2002/6/29,A1,300,
522,2003/10/31,A1,300,
522,2003/12/24,A1,300,
522,2005/6/30,A1,300,
522,2005/8/15,C1,-2083.58,
526,1997/5/31,A1,600,
526,1998/7/20,C0,2601.3,
526,1999/5/29,A1,1200,
526,2000/12/23,A1,1350,
526,2001/2/28,A1,1410,
526,2001/5/31,A1,1260,
526,2001/5/8,C0,4544.4,
526,2002/6/29,A1,1200,
